Code;Omschrijving;CASnummer;Groep;SIKBid;D_BEGIN;D_EIND;D_STATUS
iC3yDgcdE;iso-propylglycidylether;4016-14-2;ChemischeStof;2264;06-07-2013;;G
iC3yactt;isopropylacetaat;108-21-4;ChemischeStof;;08-06-2011;;G
iC3yantnlAd;isopropylanthranilamide;30391-89-0;ChemischeStof;;27-08-2011;;G
iC3yfpp;iso-propylflamprop;52756-22-6;ChemischeStof;;08-06-2011;;G
iC4yBen;iso-butylbenzeen;538-93-2;ChemischeStof;896;06-07-2013;;G
iC4yaclt;isobutylacrylaat;106-63-8;ChemischeStof;;08-06-2011;;G
iC4yactt;iso-butylacetaat;110-19-0;ChemischeStof;895;08-06-2011;;G
iC9ybzFt;isononyl-benzylftalaat;126198-74-1;ChemischeStof;5069;17-05-2014;;G
iClidzn;isochloridazon;162354-96-3;ChemischeStof;;20-09-2011;;G
iOaftl;isoxaflutool;141112-29-0;ChemischeStof;;08-06-2011;;G
iOxnl;ioxynil;1689-83-4;ChemischeStof;889;08-06-2011;;G
iamactt;iso-amylacetaat;123-92-2;ChemischeStof;892;06-07-2013;;G
ibpfn;ibuprofen;15687-27-1;ChemischeStof;2470;08-06-2011;;G
ibtzr;iso-boterzuur;79-31-2;ChemischeStof;;08-06-2011;;G
icbfs;isocarbofos;24353-61-5;ChemischeStof;;08-06-2011;;G
icbmd;iso-carbamid;30979-48-7;ChemischeStof;;08-06-2011;;G
icrdn;icaridin;119515-38-7;ChemischeStof;;08-06-2011;;G
idn;isodrin;465-73-6;ChemischeStof;907;08-06-2011;;G
iffAd;ifosfamide;3778-73-2;ChemischeStof;;08-06-2011;;G
iffOon;isofenfos-oxon;31120-85-1;ChemischeStof;;08-06-2011;;G
iffs;isofenfos;25311-71-1;ChemischeStof;;08-06-2011;;G
ifrn;isoforon;78-59-1;ChemischeStof;909;08-06-2011;;G
imdcpd;imidacloprid;138261-41-3;ChemischeStof;2306;08-06-2011;;G
imzll;imazalil;35554-44-0;ChemischeStof;2300;08-06-2011;;G
imzmtbzC1y;imazamethabenz-methyl;81405-85-8;ChemischeStof;;08-06-2011;;G
imzmx;imazamox;114311-32-9;ChemischeStof;5047;21-01-2014;;G
inda;indaan;496-11-7;ChemischeStof;880;08-06-2011;;G
inde;indeen;95-13-6;ChemischeStof;881;08-06-2011;;G
indl;indol;120-72-9;ChemischeStof;1882;08-06-2011;;G
indlHAc;indolylazijnzuur;87-51-4;ChemischeStof;;08-06-2011;;G
indlbtzr;indolylboterzuur;133-32-4;ChemischeStof;;08-06-2011;;G
indmtcne;indometacine;53-86-1;ChemischeStof;2471;08-06-2011;;G
indxcb;indoxacarb;173584-44-6;ChemischeStof;;08-06-2011;;G
ioxnOcnat;ioxynil octanoaat;3861-47-0;ChemischeStof;5048;21-01-2014;;G
ipDon;iprodion;36734-19-7;ChemischeStof;890;08-06-2011;;G
ipcb;isoprocarb;2631-40-5;ChemischeStof;;08-06-2011;;G
ipnfs;iprobenfos;26087-47-8;ChemischeStof;;08-06-2011;;G
ipropxC2ol;isopropoxyethanol;109-59-1;ChemischeStof;905;06-07-2013;;G
iptoln;isoprothiolan;50512-35-1;ChemischeStof;;08-06-2011;;G
iptrn;isoproturon;34123-59-6;ChemischeStof;913;08-06-2011;;G
ipvlcb;iprovalicarb;140923-17-7;ChemischeStof;;08-06-2011;;G
iqnlne;isoquinoline;119-65-3;ChemischeStof;;08-06-2011;;G
irbstan;irbesartan;138402-11-6;ChemischeStof;;08-06-2011;;G
irgrl;irgarol;28159-98-0;ChemischeStof;;08-06-2011;;G
isfl;isosafrol;120-58-1;ChemischeStof;;08-06-2011;;G
isprzm;isopyrazam;881685-58-1;ChemischeStof;;13-02-2014;;G
issbde;isosorbide;652-67-5;ChemischeStof;;08-06-2011;;G
isxbn;isoxaben;82558-50-7;ChemischeStof;;08-06-2011;;G
iszfs;isazofos;42509-80-8;ChemischeStof;;08-06-2011;;G
iurn;isouron;55861-78-4;ChemischeStof;;08-06-2011;;G
ivlrazr;iso-valeriaanzuur;503-74-2;ChemischeStof;;08-06-2011;;G
ivmctne;ivermectine;70288-86-7;ChemischeStof;;08-06-2011;;G
ixdfnC2y;isoxadifen-ethyl;163520-33-0;ChemischeStof;;07-04-2012;;G
ixtton;isoxathion;18854-01-8;ChemischeStof;;08-06-2011;;G
jodffs;jodfenfos;18181-70-9;ChemischeStof;;08-06-2011;;G
jodpAd;jodipamide;606-17-7;ChemischeStof;;08-06-2011;;G
johxl;johexol;66108-95-0;ChemischeStof;;08-06-2011;;G
jompl;jomeprol;78649-41-9;ChemischeStof;;08-06-2011;;G
jopmde;jopromide;73334-07-3;ChemischeStof;;08-06-2011;;G
jopmdl;jopamidol;62883-00-5;ChemischeStof;;08-06-2011;;G
jopninzr;jopanoïnezuur;96-83-3;ChemischeStof;;08-06-2011;;G
jotlmnzr;jotalaminezuur;2276-90-6;ChemischeStof;;08-06-2011;;G
joxgnzr;joxaglinezuur;59017-64-0;ChemischeStof;;08-06-2011;;G
joxtlmnzr;joxitalaminezuur;28179-44-4;ChemischeStof;;08-06-2011;;G
kasgmcne;kasugamycine;6980-18-3;ChemischeStof;;08-06-2011;;G
ketpfn;ketoprofen;22071-15-4;ChemischeStof;2472;08-06-2011;;G
kokakTC1yNH4;kokosalkyltrimethylammoniumchloride;61789-18-2;ChemischeStof;;08-06-2011;;G
koolhdtn;koolhydraten;NVT;ChemischeStof;;08-06-2011;;G
koolwtshs;koolwaterstofhars;NVT;ChemischeStof;;08-06-2011;;G
kresOxmC1y;kresoxim-methyl;143390-89-0;ChemischeStof;;08-06-2011;;G
lactfn;lactofen;77501-63-4;ChemischeStof;;08-06-2011;;G
lactse;lactose;63-42-3;ChemischeStof;;08-06-2011;;G
landn;landrin;12407-86-2;ChemischeStof;;08-06-2011;;G
lcyhltn;lambda-cyhalothrin;91465-08-6;ChemischeStof;2233;08-06-2011;;G
lencl;lenacil;2164-08-1;ChemischeStof;1898;10-06-2011;;G
leptfs;leptofos;21609-90-5;ChemischeStof;;08-06-2011;;G
levmsl;levamisol;14769-73-4;ChemischeStof;;17-11-2012;;G
levtrctm;levetiracetam;102767-28-2;ChemischeStof;;08-06-2011;;G
levtrxne;levothyroxine;51-48-9;ChemischeStof;;08-06-2011;;G
lidcine;lidocaïne;137-58-6;ChemischeStof;;08-06-2011;;G
limnn;limoneen;138-86-3;ChemischeStof;1900;08-06-2011;;G
lincmcne;lincomycine;154-21-2;ChemischeStof;2484;08-06-2011;;G
linrn;linuron;330-55-2;ChemischeStof;1114;08-06-2011;;G
linzr;linolzuur;60-33-3;ChemischeStof;;08-06-2011;;G
lopAd;loperamide;53179-11-6;ChemischeStof;;17-11-2012;;G
lostan;losartan;114798-26-4;ChemischeStof;;08-06-2011;;G
lufnrn;lufenuron;103055-07-8;ChemischeStof;;08-06-2011;;G
mAh;metaldehyde;9002-91-9;ChemischeStof;;08-06-2011;;G
malOon;malaoxon;1634-78-2;ChemischeStof;;08-06-2011;;G
malcgoxlt;malachietgroen-oxalaat;2437-29-8;ChemischeStof;;08-06-2011;;G
malinhdzde;maleinehydrazide;123-33-1;ChemischeStof;;08-06-2011;;G
malnntl;malononitril;109-77-3;ChemischeStof;;08-06-2011;;G
maltdtne;maltodextrine;9050-36-6;ChemischeStof;;08-06-2011;;G
malton;malathion;121-75-5;ChemischeStof;1127;08-06-2011;;G
manb;maneb;12427-38-2;ChemischeStof;1714;08-06-2011;;G
manczb;mancozeb;8018-01-7;ChemischeStof;;10-06-2011;;G
mandppAd;mandipropamide;374726-62-2;ChemischeStof;;08-06-2011;;G
manm;manam;15339-36-3;ChemischeStof;;08-06-2011;;G
maptlne;maprotiline;10262-69-8;ChemischeStof;;17-11-2012;;G
mbenzdne;m-benzidine;2050-89-7;ChemischeStof;;08-06-2011;;G
mcresl;m-cresol;108-39-4;ChemischeStof;1145;08-06-2011;;G
mebdzl;mebendazol;31431-39-7;ChemischeStof;;08-06-2011;;G
mebvrnAm;mebeverine amine;14367-46-5;ChemischeStof;;08-06-2011;;G
mebvrnHCL;mebeverine hydrochloride;2753-45-9;ChemischeStof;;08-06-2011;;G
mecbm;mecarbam;2595-54-2;ChemischeStof;1133;08-06-2011;;G
mecccne;meclocycline;2013-58-3;ChemischeStof;;08-06-2011;;G
mecppP;mecoprop-P;16484-77-8;ChemischeStof;;08-06-2011;;G
meczne;meclozine;569-65-3;ChemischeStof;;17-11-2012;;G
medntactt;medinoterbacetaat;2487-01-6;ChemischeStof;;10-06-2011;;G
meffln;mefosfolan;950-10-7;ChemischeStof;;08-06-2011;;G
mefidde;mefluidide;53780-34-0;ChemischeStof;;08-06-2011;;G
mefnct;mefenacet;73250-68-7;ChemischeStof;;08-06-2011;;G
mefpDC2y;mefenpyr-diethyl;135590-91-9;ChemischeStof;;16-07-2011;;G
memtne;memantine;19982-08-2;ChemischeStof;;17-11-2012;;G
mentl;menthol;89-78-1;ChemischeStof;;08-06-2011;;G
mepnl;mepronil;55814-41-0;ChemischeStof;;08-06-2011;;G
mepnprm;mepanipyrim;110235-47-7;ChemischeStof;;08-06-2011;;G
mepqat;mepiquat;15302-91-7;ChemischeStof;;08-06-2011;;G
merfs;merfos;150-50-5;ChemischeStof;;08-06-2011;;G
meslzne;mesalazine;89-57-6;ChemischeStof;5049;21-01-2014;;G
mesnl;mestranol;72-33-3;ChemischeStof;;08-06-2011;;G
messfrnC1y;mesosulfuron-methyl;208465-21-8;ChemischeStof;;08-06-2011;;G
meston;mesotrion;104206-82-8;ChemischeStof;;27-08-2011;;G
mestoxde;mesityloxide;141-79-7;ChemischeStof;1141;06-07-2013;;G
metNa;metham-natrium;137-42-8;ChemischeStof;;08-06-2011;;G
metbmrn;metobromuron;3060-89-7;ChemischeStof;1184;27-08-2011;;G
metbtazrn;metabenzthiazuron;18691-97-9;ChemischeStof;1148;27-08-2011;;G
metbzn;metribuzin;21087-64-9;ChemischeStof;;08-06-2011;;G
metcb;metolcarb;1129-41-5;ChemischeStof;;08-06-2011;;G
metcfs;methacrifos;62610-77-9;ChemischeStof;;08-06-2011;;G
metcnzl;metconazool;125116-23-6;ChemischeStof;;08-06-2011;;G
metdton;methidathion;950-37-8;ChemischeStof;1155;08-06-2011;;G
metfmne;metformine;657-24-9;ChemischeStof;;08-06-2011;;G
metfnn;metrafenon;220899-03-6;ChemischeStof;;08-06-2011;;G
metlCl;metolachloor;51218-45-2;ChemischeStof;1185;08-06-2011;;G
metml;methomyl;16752-77-5;ChemischeStof;1158;08-06-2011;;G
metndzl;metronidazol;443-48-1;ChemischeStof;;08-06-2011;;G
metocb;methiocarb;2032-65-7;ChemischeStof;2307;08-06-2011;;G
metocbSO;methiocarbsulfoxide;2635-10-1;ChemischeStof;1157;10-06-2011;;G
metocbsfn;methiocarbsulfon;2179-25-1;ChemischeStof;1156;08-06-2011;;G
metpll;metoprolol;37350-58-6;ChemischeStof;2485;08-06-2011;;G
metpn;methopreen;40596-69-8;ChemischeStof;;08-06-2011;;G
metptn;methoprotryn;841-06-5;ChemischeStof;1186;08-06-2011;;G
metrm;metiram;9006-42-2;ChemischeStof;;08-06-2011;;G
metslm;metosulam;139528-85-1;ChemischeStof;;08-06-2011;;G
mettxt;methotrexaat;59-05-2;ChemischeStof;;08-06-2011;;G
metxrn;metoxuron;19937-59-8;ChemischeStof;1187;08-06-2011;;G
metzl;methazol;20354-26-1;ChemischeStof;;08-06-2011;;G
mevfs;mevinfos;7786-34-7;ChemischeStof;;08-06-2011;;G
mexcbt;mexacarbaat;315-18-4;ChemischeStof;;08-06-2011;;G
miasrne;mianserine;24219-97-4;ChemischeStof;;17-11-2012;;G
micanzl;miconazol;22916-47-8;ChemischeStof;;17-11-2012;;G
milbmcn;milbemectin;51596-11-3;ChemischeStof;;08-06-2011;;G
minrlole;minerale olie;8042-47-5;ChemischeStof;1200;09-06-2011;;G
mirx;mirex;2385-85-5;ChemischeStof;;08-06-2011;;G
mlxl;metalaxyl;57837-19-1;ChemischeStof;1149;08-06-2011;;G
mlxlM;metalaxyl-M;70630-17-0;ChemischeStof;;08-06-2011;;G
mmtn;metamitron;41394-05-2;ChemischeStof;1151;08-06-2011;;G
molnt;molinaat;2212-67-1;ChemischeStof;1242;08-06-2011;;G
monlde;monalide;7287-36-7;ChemischeStof;;08-06-2011;;G
monrn;monuron;150-68-5;ChemischeStof;1254;08-06-2011;;G
monsfrm;monosulfiram;95-05-6;ChemischeStof;;08-06-2011;;G
monsn;monensin;17090-79-8;ChemischeStof;2486;08-06-2011;;G
morflne;morfoline;110-91-8;ChemischeStof;1925;08-06-2011;;G
mostgs;mosterdgas;505-60-2;ChemischeStof;;08-06-2011;;G
msPAFmet;meersoorten PAF metalen;NVT;ChemischeStof;;08-06-2011;;G
msPAForg;meersoorten PAF organische verbindingen;NVT;ChemischeStof;;08-06-2011;;G
mtmdfs;methamidofos;10265-92-6;ChemischeStof;;08-06-2011;;G
muskketn;musk keton;81-14-1;ChemischeStof;;08-06-2011;;G
muskxln;musk-xyleen;81-15-2;ChemischeStof;;08-06-2011;;G
mustne;mustine;51-75-2;ChemischeStof;;27-08-2011;;G
mycbtnl;myclobutanil;88671-89-0;ChemischeStof;;08-06-2011;;G
myomne;myosmine;532-12-7;ChemischeStof;;08-06-2011;;G
mzCl;metazachloor;67129-08-2;ChemischeStof;1152;08-06-2011;;G
nabm;nabam;142-59-6;ChemischeStof;;08-06-2011;;G
nafclne;nafcilline;147-52-4;ChemischeStof;2473;08-06-2011;;G
nald;naled;300-76-5;ChemischeStof;1261;08-06-2011;;G
nappAd;napropamide;15299-99-7;ChemischeStof;;08-06-2011;;G
naptlm;naptalam;132-66-1;ChemischeStof;;07-04-2012;;G
napxn;naproxen;22204-53-1;ChemischeStof;2474;08-06-2011;;G
narsne;narasine;55134-13-9;ChemischeStof;;08-06-2011;;G
natmcn;natamycin;7681-93-8;ChemischeStof;;08-06-2011;;G
nebrn;neburon;555-37-3;ChemischeStof;;07-04-2012;;G
nefzdne;nefazodone;83366-66-9;ChemischeStof;;17-11-2012;;G
neoC10azr;neodecaanzuur;26896-20-8;ChemischeStof;;08-06-2011;;G
nicsfrn;nicosulfuron;111991-09-4;ChemischeStof;;08-06-2011;;G
nictne;nicotine;54-11-5;ChemischeStof;1934;08-06-2011;;G
nitprm;nitenpyram;120738-89-8;ChemischeStof;;08-06-2011;;G
nittliC3y;nitrothal-isopropyl;10552-74-6;ChemischeStof;;08-06-2011;;G
nodlrn;nodularin;118399-22-7;ChemischeStof;;27-08-2011;;G
noretsrn;norethisteron;68-22-4;ChemischeStof;;17-11-2012;;G
norfrzn;norflurazon;27314-13-2;ChemischeStof;;08-06-2011;;G
norfxcne;norfloxacine;70458-96-7;ChemischeStof;;08-06-2011;;G
nuarml;nuarimol;63284-71-9;ChemischeStof;1285;08-06-2011;;G
oFyHgOxFol;o-(fenylkwikoxy)fenol;27360-58-3;ChemischeStof;;08-06-2011;;G
oTolsfAd;o-tolueensulfonamide;88-19-7;ChemischeStof;;08-06-2011;;G
oallFol;o-allylfenol;1745-81-9;ChemischeStof;;08-06-2011;;G
obenzdne;o-benzidine;1454-80-4;ChemischeStof;;08-06-2011;;G
ocresl;o-cresol;95-48-7;ChemischeStof;1331;09-06-2011;;G
oestn;oestron;53-16-7;ChemischeStof;2313;08-06-2011;;G
ofrce;ofurace;58810-48-3;ChemischeStof;;08-06-2011;;G
ofxcne;ofloxacine;83380-47-6;ChemischeStof;;08-06-2011;;G
oladmcne;oleandomycine;7060-74-4;ChemischeStof;2487;08-06-2011;;G
olinzr;oleinezuur;112-80-1;ChemischeStof;1296;08-06-2011;;G
ompzl;omeprazol;73590-58-6;ChemischeStof;;28-11-2013;;G
omtat;omethoaat;1113-02-6;ChemischeStof;1297;08-06-2011;;G
orbcb;orbencarb;34622-58-7;ChemischeStof;;08-06-2011;;G
orfadne;orfenadrine;83-98-7;ChemischeStof;;17-11-2012;;G
orzln;oryzalin;19044-88-3;ChemischeStof;;08-06-2011;;G
osmd;osalmid;526-18-1;ChemischeStof;;08-06-2011;;G
otolidnHCl;o-toluidine hydrochloride;636-21-5;ChemischeStof;;08-06-2011;;G
oxdagl;oxadiargyl;39807-15-3;ChemischeStof;5050;21-01-2014;;G
oxzpm;oxazepam;604-75-1;ChemischeStof;;08-06-2011;;G
oxzr;oxaalzuur;144-62-7;ChemischeStof;1964;08-06-2011;;G
ozn;ozon;10028-15-6;ChemischeStof;;08-06-2011;;G
pClFyiCN;p-chloorfenylisocyanaat;104-12-1;ChemischeStof;;08-06-2011;;G
pClmcsl;p-chloor-m-cresol;35421-08-0;ChemischeStof;;08-06-2011;;G
pFolsfzr;p-fenolsulfonzuur;98-67-9;ChemischeStof;;08-06-2011;;G
pH;Zuurgraad;NVT;Grootheid;1398;09-06-2011;;G
pTolsfAd;p-tolueensulfonamide;70-55-3;ChemischeStof;1984;08-06-2011;;G
pacbtzl;paclobutrazol;76738-62-0;ChemischeStof;;08-06-2011;;G
pansdne;p-anisidine;104-94-9;ChemischeStof;;08-06-2011;;G
parAh;paraldehyde;123-63-7;ChemischeStof;;08-06-2011;;G
parctml;paracetamol;103-90-2;ChemischeStof;;08-06-2011;;G
parfAh;paraformaldehyde;30525-89-4;ChemischeStof;;08-06-2011;;G
paroetne;paroxetine;61869-08-7;ChemischeStof;;02-05-2012;;G
paroonC1y;paraoxon-methyl;950-35-6;ChemischeStof;;07-04-2012;;G
paroonC2y;paraoxon-ethyl;311-45-5;ChemischeStof;;07-04-2012;;G
parqt;paraquat;4685-14-7;ChemischeStof;5051;21-01-2014;;G
pcresl;p-cresol;106-44-5;ChemischeStof;1359;08-06-2011;;G
peblt;pebulaat;1114-71-2;ChemischeStof;;08-06-2011;;G
penccrn;pencycuron;66063-05-6;ChemischeStof;2301;08-06-2011;;G
penclnG;penicilline G;61-33-6;ChemischeStof;;08-06-2011;;G
penclnV;penicilline V;87-08-1;ChemischeStof;;08-06-2011;;G
pencnzl;penconazool;66246-88-6;ChemischeStof;2302;08-06-2011;;G
pendmtln;pendimethalin;40487-42-1;ChemischeStof;1971;08-06-2011;;G
pentbbtNa;pentobarbital-natrium;57-33-0;ChemischeStof;;08-06-2011;;G
perClC1ymctn;perchloormethylmercaptan;594-42-3;ChemischeStof;;08-06-2011;;G
perOxHAc;peroxyazijnzuur;79-21-0;ChemischeStof;;08-06-2011;;G
perfazne;perfenazine;58-39-9;ChemischeStof;;17-11-2012;;G
permtn;permethrin;52645-53-1;ChemischeStof;1394;08-06-2011;;G
pertn;perthaan;72-56-0;ChemischeStof;;08-06-2011;;G
petoamd;pethoxamid;106700-29-2;ChemischeStof;;07-04-2012;;G
piclnfn;picolinafen;137641-05-5;ChemischeStof;;08-06-2011;;G
picrm;picloram;1918-02-1;ChemischeStof;;10-06-2011;;G
picxsbn;picoxystrobin;117428-22-5;ChemischeStof;;08-06-2011;;G
pinadn;pinoxaden;243973-20-8;ChemischeStof;;12-07-2011;;G
pindll;pindolol;13523-86-9;ChemischeStof;;08-06-2011;;G
pipprn;pipamperon;1893-33-0;ChemischeStof;;08-06-2011;;G
piprnbO;piperonyl-butoxide;51-03-6;ChemischeStof;1405;08-06-2011;;G
piprnl;piperonal;120-57-0;ChemischeStof;;08-06-2011;;G
piptnl;piproctanyl;69309-47-3;ChemischeStof;;08-06-2011;;G
pirmcb;pirimicarb;23103-98-2;ChemischeStof;1406;08-06-2011;;G
pirmcdC1y;pirimicarb-desmethyl;30614-22-3;ChemischeStof;;08-06-2011;;G
pirmcdC1yfa;pirimicarb-desmethyl-formamido;59333-83-4;ChemischeStof;;08-06-2011;;G
pirmsfrnC1y;pirimisulfuron-methyl;86209-51-0;ChemischeStof;;07-04-2012;;G
piztfn;pizotifen;15574-96-6;ChemischeStof;;17-11-2012;;G
plC2yeplC3ye;polyethyleen polypropyleenglycol;9038-95-3;ChemischeStof;;08-06-2011;;G
plifnt;plifenaat;21757-82-4;ChemischeStof;1411;08-06-2011;;G
polC4e;polybuteen;9003-28-5;ChemischeStof;;08-06-2011;;G
polaclt;polyacrylaat;9003-01-4;ChemischeStof;;10-06-2011;;G
polstyrn;polystyreen;9003-53-6;ChemischeStof;;08-06-2011;;G
polvnachl;polyvinylalcohol;9002-89-5;ChemischeStof;;08-06-2011;;G
polvnactt;polyvinylacetaat;9003-20-7;ChemischeStof;;08-06-2011;;G
polvnppont;polyvinylpropionaat;25035-84-1;ChemischeStof;;08-06-2011;;G
polxtnuCl;polixetoniumchloride;31512-74-0;ChemischeStof;;08-06-2011;;G
poxflne;pentoxifylline;6493-05-6;ChemischeStof;2488;10-06-2011;;G
pqtDCl;paraquat-dichloride;1910-42-5;ChemischeStof;;08-06-2011;;G
pralltn;prallethrin;23031-36-9;ChemischeStof;;08-06-2011;;G
pravstne;pravastatine;81093-37-0;ChemischeStof;;02-05-2012;;G
primdn;primidon;125-33-7;ChemischeStof;2489;08-06-2011;;G
proClaz;prochloraz;67747-09-5;ChemischeStof;1416;08-06-2011;;G
proclnl;proclonol;14088-71-2;ChemischeStof;;08-06-2011;;G
procmdn;procymidon;32809-16-8;ChemischeStof;1417;08-06-2011;;G
profm;profam;122-42-9;ChemischeStof;1418;08-06-2011;;G
profnfs;profenofos;41198-08-7;ChemischeStof;1419;08-06-2011;;G
profxdm;profoxydim;139001-49-3;ChemischeStof;5052;21-01-2014;;G
progtrn;progesteron;57-83-0;ChemischeStof;2490;08-06-2011;;G
promcb;promecarb;2631-37-0;ChemischeStof;;08-06-2011;;G
promtn;prometon;1610-18-0;ChemischeStof;;08-06-2011;;G
promtne;prometryne;7287-19-6;ChemischeStof;1421;08-06-2011;;G
promtzne;promethazine;60-87-7;ChemischeStof;;17-11-2012;;G
propAd;propyzamide;23950-58-5;ChemischeStof;1438;08-06-2011;;G
propCl;propachloor;1918-16-7;ChemischeStof;1422;08-06-2011;;G
propcnzl;propiconazol;60207-90-1;ChemischeStof;1429;08-06-2011;;G
propfl;propofol;2078-54-8;ChemischeStof;;29-03-2014;;G
propfnzn;propyfenazon;479-92-5;ChemischeStof;;08-06-2011;;G
propfs;propafos;7292-16-2;ChemischeStof;;08-06-2011;;G
propgachl;propargylalcohol;107-19-7;ChemischeStof;;08-06-2011;;G
propgt;propargiet;2312-35-8;ChemischeStof;;08-06-2011;;G
propmcb;propamocarb;24579-73-5;ChemischeStof;1424;08-06-2011;;G
propmcbHCl;propamocarb hydrochloride;25606-41-1;ChemischeStof;;08-06-2011;;G
propnb;propineb;12071-83-9;ChemischeStof;;08-06-2011;;G
propnl;propanil;709-98-8;ChemischeStof;;08-06-2011;;G
propnll;propranolol;525-66-6;ChemischeStof;2491;08-06-2011;;G
propnllHCL;propranolol-hydrochloride;318-98-9;ChemischeStof;;08-06-2011;;G
propozr;propionzuur;79-09-4;ChemischeStof;1431;08-06-2011;;G
propqzfp;propaquizafop;111479-05-1;ChemischeStof;;08-06-2011;;G
proptfs;propetamfos;31218-83-4;ChemischeStof;1428;08-06-2011;;G
propxcbzn;propoxycarbazon;145026-81-9;ChemischeStof;;08-06-2011;;G
propxr;propoxur;114-26-1;ChemischeStof;1432;08-06-2011;;G
propzne;propazine;139-40-2;ChemischeStof;1427;08-06-2011;;G
proqazd;proquinazid;189278-12-4;ChemischeStof;;07-04-2012;;G
prosfcb;prosulfocarb;52888-80-9;ChemischeStof;2361;08-06-2011;;G
prosfrn;prosulfuron;94125-34-5;ChemischeStof;;08-06-2011;;G
protat;prothoaat;2275-18-5;ChemischeStof;;08-06-2011;;G
protocb;prothiocarb;19622-08-3;ChemischeStof;;08-06-2011;;G
protocnzl;prothioconazool;178928-70-6;ChemischeStof;;08-06-2011;;G
protofs;prothiofos;34643-46-4;ChemischeStof;2445;08-06-2011;;G
pttC4yTol;p-tertiair-butyltolueen;98-51-1;ChemischeStof;236;08-06-2011;;G
pttamFol;para-(tertiair-amyl)fenol;80-46-6;ChemischeStof;;08-06-2011;;G
pymtzne;pymetrozine;123312-89-0;ChemischeStof;;08-06-2011;;G
pyrazfs;pyrazofos;13457-18-6;ChemischeStof;1444;08-06-2011;;G
pyrcbld;pyracarbolid;24691-76-7;ChemischeStof;;08-06-2011;;G
pyrcfs;pyraclofos;89784-60-1;ChemischeStof;;08-06-2011;;G
pyrcsbn;pyraclostrobin;175013-18-0;ChemischeStof;;08-06-2011;;G
pyrdbn;pyridaben;96489-71-3;ChemischeStof;1450;08-06-2011;;G
pyrdfl;pyridafol;40020-01-7;ChemischeStof;;08-06-2011;;G
pyrdfton;pyridafention;119-12-0;ChemischeStof;;08-06-2011;;G
pyrdne;pyridine;110-86-1;ChemischeStof;1451;08-06-2011;;G
pyrdt;pyridaat;55512-33-9;ChemischeStof;;08-06-2011;;G
pyrffn;pyraflufen;129630-17-7;ChemischeStof;;22-07-2012;;G
pyrffnC2y;pyraflufen-ethyl;129630-19-9;ChemischeStof;;21-07-2012;;G
pyrfnx;pyrifenox;88283-41-4;ChemischeStof;;08-06-2011;;G
pyrlt;pyrolaat;596-51-0;ChemischeStof;;08-06-2011;;G
pyrmdfn;pyrimidifen;105779-78-0;ChemischeStof;;08-06-2011;;G
pyrmtnl;pyrimethanil;53112-28-0;ChemischeStof;2303;08-06-2011;;G
pyrpxfn;pyriproxyfen;95737-68-1;ChemischeStof;;08-06-2011;;G
pyrqln;pyroquilon;57369-32-1;ChemischeStof;;08-06-2011;;G
pyrslm;pyroxsulam;422556-08-9;ChemischeStof;;12-07-2011;;G
pyrtnI;pyrethrin I;121-21-1;ChemischeStof;;08-06-2011;;G
pyrtnII;pyrethrin II;121-29-9;ChemischeStof;;08-06-2011;;G
quetpne;quetiapine;111974-69-7;ChemischeStof;;08-06-2011;;G
quincmn;quinoclamin;2797-51-5;ChemischeStof;;08-06-2011;;G
quinfs;quinalfos;13593-03-8;ChemischeStof;;08-06-2011;;G
quinlne;quinoline;91-22-5;ChemischeStof;;08-06-2011;;G
quinmrc;quinmerac;90717-03-6;ChemischeStof;;08-06-2011;;G
quinmtont;quinomethionaat;2439-01-2;ChemischeStof;469;10-06-2011;;G
quinne;chinon;106-51-4;ChemischeStof;;08-06-2011;;G
quinoxfn;quinoxyfen;124495-18-7;ChemischeStof;;08-06-2011;;G
quizlfC2y;quizalofop-ethyl;76578-14-8;ChemischeStof;;08-06-2011;;G
quizlfPC2y;quizalofop-P-ethyl;100646-51-3;ChemischeStof;;08-06-2011;;G
quizlfp;quizalofop;76578-12-6;ChemischeStof;;08-06-2011;;G
rantdne;ranitidine;66357-35-5;ChemischeStof;;17-11-2012;;G
repgnde;repaglinide;135062-02-1;ChemischeStof;;17-11-2012;;G
resmtn;resmethrin;10453-86-8;ChemischeStof;1459;08-06-2011;;G
rhodnne;rhodanine;141-84-4;ChemischeStof;;08-06-2011;;G
rimsfrn;rimsulfuron;122931-48-0;ChemischeStof;;08-06-2011;;G
risprdne;risperidone;106266-06-2;ChemischeStof;;17-11-2012;;G
rondzl;ronidazol;7681-76-7;ChemischeStof;;08-06-2011;;G
rosvstne;rosuvastatine;287714-41-4;ChemischeStof;;17-11-2012;;G
rotnn;rotenon;83-79-4;ChemischeStof;;08-06-2011;;G
roxtmcne;roxitromycine;80214-83-1;ChemischeStof;2492;08-06-2011;;G
s1214DClBen;som 1.2- en 1.4-dichloorbenzeen;NVT;ChemischeStof;;08-06-2011;;G
s123xT4ClBen;som 1.2.3.4- en 1.2.3.5-tetrachloorbenzeen;NVT;ChemischeStof;;08-06-2011;;G
s12ClNaf;som 1- en 2-chloornaftaleen;NVT;ChemischeStof;;08-06-2011;;G
s12x5T4ClBen;som 1.2.3.5- en 1.2.4.5-tetrachloorbenzeen;NVT;ChemischeStof;17;08-06-2011;;G
